account_id,tenure_years,seat_tier,seat_count,total_annual_ticket_spend,games_scheduled,games_attended,ticket_utilization_pct,secondary_resale_pct,total_season_concession_spend,rep_touchpoints_count,complaints_logged,customer_satisfaction_score,team_wins_attended,churned
NFL-STH-10789,12,Upper Bowl,2,1865,9,5,55.6,51.3,366.05,5,0,9.0,4,0
NFL-STH-10790,1,Upper Bowl,2,1669,9,6,66.7,44.2,475.02,3,0,7.0,4,0
NFL-STH-10791,4,Upper Bowl,4,3264,9,6,66.7,40.2,964.68,2,0,7.0,5,0
NFL-STH-10792,3,Lower Bowl,2,3325,9,6,66.7,36.0,635.58,1,0,9.0,3,0
NFL-STH-10793,4,Lower Bowl,4,6789,9,6,66.7,23.3,1768.44,5,0,6.0,3,0
NFL-STH-10794,1,Lower Bowl,2,3055,9,9,100.0,0.0,1294.2,2,0,10.0,3,0
NFL-STH-10795,9,Lower Bowl,2,3356,9,8,88.9,11.1,1409.68,2,0,10.0,6,0
NFL-STH-10796,11,Club VIP,4,13182,9,7,77.8,16.9,4238.71,5,0,8.0,4,0
NFL-STH-10797,4,Upper Bowl,2,1641,9,4,44.4,52.2,265.16,2,0,,2,0
NFL-STH-10798,5,Upper Bowl,2,1658,9,7,77.8,18.5,674.87,3,2,,4,0
NFL-STH-10799,11,Lower Bowl,2,3312,9,8,88.9,1.3,811.76,0,0,10.0,3,0
NFL-STH-10800,5,Upper Bowl,6,5071,9,8,88.9,0.0,2254.08,0,0,9.0,6,0
NFL-STH-10801,1,Upper Bowl,4,3708,9,6,66.7,26.6,836.04,1,0,9.0,5,0
NFL-STH-10802,4,Upper Bowl,2,1823,9,7,77.8,24.1,416.71,4,1,,3,0
NFL-STH-10803,4,Upper Bowl,2,1865,9,7,77.8,8.7,599.2,6,0,,4,0
NFL-STH-10804,3,Lower Bowl,2,3164,9,7,77.8,22.4,348.32,3,0,,6,0
NFL-STH-10805,6,Upper Bowl,4,3724,9,8,88.9,30.1,719.68,1,1,6.0,5,0
NFL-STH-10806,11,Upper Bowl,4,3449,9,8,88.9,21.3,1223.2,0,0,10.0,5,0
NFL-STH-10807,11,Lower Bowl,2,3206,9,9,100.0,0.0,1192.23,0,0,7.0,5,0
NFL-STH-10808,3,Lower Bowl,2,3064,9,5,55.6,60.8,594.6,0,0,8.0,4,0
NFL-STH-10809,1,Upper Bowl,2,1628,9,4,44.4,59.5,193.64,1,1,6.0,2,0
NFL-STH-10810,17,Lower Bowl,4,6744,9,9,100.0,0.0,1898.37,3,0,10.0,5,0
NFL-STH-10811,8,Upper Bowl,4,3463,9,8,88.9,22.8,1405.2,5,0,8.0,5,0
NFL-STH-10812,1,Upper Bowl,2,1672,9,7,77.8,15.0,641.48,7,0,8.0,1,0
NFL-STH-10813,11,Lower Bowl,2,3334,9,9,100.0,0.0,1165.59,0,0,9.0,7,0
NFL-STH-10814,9,Lower Bowl,2,3161,9,8,88.9,4.7,1317.68,4,0,10.0,2,0
NFL-STH-10815,3,Upper Bowl,6,5286,9,6,66.7,5.9,1583.04,2,0,,3,0
NFL-STH-10816,4,Lower Bowl,2,3212,9,7,77.8,34.1,753.06,2,0,,3,0
NFL-STH-10817,3,Club VIP,4,13741,9,9,100.0,0.0,4067.55,4,0,10.0,5,0
NFL-STH-10818,1,Club VIP,4,13735,9,8,88.9,26.5,2717.68,0,0,10.0,5,0
NFL-STH-10819,2,Lower Bowl,2,3269,9,6,66.7,27.8,760.56,3,1,9.0,2,0
NFL-STH-10820,7,Upper Bowl,2,1704,9,8,88.9,8.6,817.92,1,0,,3,0
NFL-STH-10821,1,Lower Bowl,2,3214,9,7,77.8,14.7,1053.92,3,1,9.0,5,0
NFL-STH-10822,2,Upper Bowl,4,3640,9,8,88.9,14.9,1728.64,6,0,9.0,6,0
NFL-STH-10823,3,Lower Bowl,4,6395,9,9,100.0,0.0,2176.47,3,0,10.0,5,0
NFL-STH-10824,4,Lower Bowl,4,6280,9,9,100.0,0.0,3066.93,5,0,9.0,3,0
NFL-STH-10825,11,Upper Bowl,2,1636,9,7,77.8,33.4,532.91,2,0,,4,0
NFL-STH-10826,2,Upper Bowl,2,1734,9,6,66.7,15.9,656.58,1,3,5.0,3,0
NFL-STH-10827,2,Club VIP,6,19628,9,9,100.0,0.0,6450.48,4,1,,4,0
NFL-STH-10828,6,Lower Bowl,4,6887,9,8,88.9,15.2,2419.44,7,0,10.0,3,0
NFL-STH-10829,3,Club VIP,2,6292,9,7,77.8,19.4,2196.32,2,0,7.0,4,0
NFL-STH-10830,2,Lower Bowl,8,12891,9,9,100.0,0.0,4471.11,4,0,,5,0
NFL-STH-10831,3,Upper Bowl,4,3642,9,5,55.6,45.5,843.7,4,0,10.0,1,0
NFL-STH-10832,1,Club VIP,4,13741,9,7,77.8,26.8,4262.23,0,0,10.0,3,0
NFL-STH-10833,1,Lower Bowl,4,6449,9,6,66.7,31.4,1512.12,5,0,,3,0
NFL-STH-10834,3,Lower Bowl,4,6520,9,8,88.9,10.1,1446.0,7,0,,5,0
NFL-STH-10835,3,Upper Bowl,4,3384,9,6,66.7,31.2,1474.32,1,0,9.0,3,0
NFL-STH-10836,10,Upper Bowl,2,1852,9,6,66.7,43.0,423.6,2,1,7.0,4,0
NFL-STH-10837,2,Club VIP,2,6193,9,7,77.8,26.4,1735.58,3,1,,5,0
NFL-STH-10838,4,Upper Bowl,6,5559,9,5,55.6,46.6,1546.8,1,0,9.0,2,0
NFL-STH-10839,5,Lower Bowl,2,3368,9,6,66.7,20.6,670.5,2,1,,3,0
NFL-STH-10840,1,Lower Bowl,2,3295,9,9,100.0,0.0,897.84,2,0,10.0,4,0
NFL-STH-10841,5,Upper Bowl,2,1623,9,5,55.6,40.6,425.35,1,0,9.0,3,0
NFL-STH-10842,1,Upper Bowl,2,1736,9,7,77.8,31.2,308.98,7,0,,4,1
NFL-STH-10843,13,Upper Bowl,4,3437,9,8,88.9,11.5,1187.84,0,0,10.0,5,0
NFL-STH-10844,1,Lower Bowl,6,9352,9,7,77.8,28.8,2884.35,8,0,10.0,4,0
NFL-STH-10845,3,Lower Bowl,2,3355,9,9,100.0,0.0,1097.1,3,1,10.0,6,0
NFL-STH-10846,1,Upper Bowl,2,1862,9,6,66.7,51.0,294.78,3,2,6.0,3,0
NFL-STH-10847,24,Lower Bowl,2,3309,9,7,77.8,32.6,1244.81,0,0,,3,0
NFL-STH-10848,3,Lower Bowl,4,6766,9,2,22.2,78.7,532.42,3,1,7.0,2,1
NFL-STH-10849,4,Lower Bowl,4,6145,9,7,77.8,17.1,2421.09,1,0,,5,0
NFL-STH-10850,1,Upper Bowl,2,1721,9,4,44.4,30.1,299.2,3,0,8.0,2,0
NFL-STH-10851,6,Lower Bowl,4,6191,9,8,88.9,9.4,1657.6,1,0,9.0,4,0
NFL-STH-10852,1,Lower Bowl,4,6668,9,8,88.9,7.8,2209.2,1,0,10.0,4,0
NFL-STH-10853,10,Upper Bowl,4,3708,9,5,55.6,48.3,756.85,5,0,7.0,2,0
NFL-STH-10854,1,Club VIP,6,20145,9,6,66.7,31.8,3260.04,4,0,10.0,4,0
NFL-STH-10855,1,Lower Bowl,2,3076,9,4,44.4,52.4,696.36,9,0,10.0,2,0
NFL-STH-10856,1,Lower Bowl,4,6420,9,8,88.9,0.0,1781.28,2,0,7.0,5,0
NFL-STH-10857,3,Club VIP,2,6608,9,7,77.8,12.8,1035.93,2,0,9.0,5,0
NFL-STH-10858,4,Club VIP,4,12934,9,9,100.0,0.0,5515.38,2,0,10.0,4,0
NFL-STH-10859,1,Lower Bowl,4,6880,9,9,100.0,0.0,2067.66,2,0,10.0,7,0
NFL-STH-10860,6,Upper Bowl,4,3645,9,9,100.0,0.0,1221.21,4,0,10.0,3,0
NFL-STH-10861,3,Lower Bowl,4,6667,9,2,22.2,82.6,308.16,1,0,8.0,0,1
NFL-STH-10862,3,Upper Bowl,2,1710,9,8,88.9,28.3,918.56,2,1,8.0,3,0
NFL-STH-10863,3,Lower Bowl,2,3162,9,5,55.6,43.4,456.6,2,0,7.0,1,0
NFL-STH-10864,3,Lower Bowl,8,12363,9,5,55.6,47.7,2635.05,3,0,8.0,3,0
NFL-STH-10865,4,Lower Bowl,6,9631,9,8,88.9,20.6,3777.12,1,0,9.0,3,0
NFL-STH-10866,1,Lower Bowl,2,3238,9,8,88.9,3.0,1141.2,1,0,9.0,6,0
NFL-STH-10867,1,Upper Bowl,2,1787,9,7,77.8,25.9,551.67,5,0,8.0,6,0
NFL-STH-10868,8,Lower Bowl,2,3355,9,7,77.8,14.8,552.65,4,0,,3,0
NFL-STH-10869,12,Lower Bowl,4,6147,9,7,77.8,30.8,1479.94,7,3,,6,0
NFL-STH-10870,2,Upper Bowl,4,3431,9,8,88.9,12.6,1340.08,1,0,10.0,1,0
NFL-STH-10871,2,Upper Bowl,2,1661,9,9,100.0,0.0,578.34,2,0,,4,0
NFL-STH-10872,5,Upper Bowl,2,1654,9,9,100.0,0.0,756.63,5,0,10.0,4,0
NFL-STH-10873,3,Lower Bowl,4,6874,9,8,88.9,14.1,2407.2,4,0,10.0,5,0
NFL-STH-10874,1,Upper Bowl,4,3251,9,5,55.6,36.6,992.5,5,0,9.0,2,0
NFL-STH-10875,1,Lower Bowl,2,3241,9,7,77.8,29.3,652.47,4,0,8.0,6,0
NFL-STH-10876,6,Lower Bowl,4,6241,9,6,66.7,54.1,2350.8,3,1,,2,0
NFL-STH-10877,5,Lower Bowl,2,3462,9,7,77.8,12.1,1071.14,4,0,8.0,5,0
NFL-STH-10878,1,Lower Bowl,2,3307,9,8,88.9,7.7,1039.6,6,1,8.0,4,0
NFL-STH-10879,2,Lower Bowl,4,6302,9,7,77.8,24.5,2277.59,4,0,9.0,5,0
NFL-STH-10880,2,Lower Bowl,4,6562,9,8,88.9,19.0,3215.36,6,0,10.0,6,0
NFL-STH-10881,5,Upper Bowl,4,3603,9,4,44.4,50.0,409.8,2,0,,2,0
NFL-STH-10882,1,Lower Bowl,4,6999,9,6,66.7,5.0,1478.88,4,0,8.0,4,0
NFL-STH-10883,1,Club VIP,4,12583,9,9,100.0,0.0,2179.44,0,1,8.0,4,0
NFL-STH-10884,7,Club VIP,2,6930,9,7,77.8,35.8,1747.41,3,0,10.0,5,0
NFL-STH-10885,1,Upper Bowl,2,1853,9,7,77.8,29.8,611.17,1,0,10.0,4,0
NFL-STH-10886,5,Lower Bowl,2,3479,9,8,88.9,0.0,1030.64,4,2,7.0,4,0
NFL-STH-10887,2,Lower Bowl,2,3344,9,4,44.4,49.5,441.44,2,1,,3,0
NFL-STH-10888,1,Upper Bowl,4,3551,9,7,77.8,37.9,546.14,3,1,7.0,4,0
NFL-STH-10889,2,Upper Bowl,8,6871,9,9,100.0,0.0,3148.92,4,2,7.0,4,0
NFL-STH-10890,6,Lower Bowl,2,3401,9,9,100.0,0.0,1562.94,5,0,10.0,6,0
NFL-STH-10891,8,Upper Bowl,2,1750,9,9,100.0,0.0,613.62,2,1,8.0,7,0
NFL-STH-10892,8,Upper Bowl,4,3575,9,7,77.8,36.7,1243.2,4,0,10.0,4,0
NFL-STH-10893,3,Upper Bowl,2,1724,9,9,100.0,0.0,437.76,5,1,8.0,5,0
NFL-STH-10894,5,Lower Bowl,4,6782,9,7,77.8,31.6,2012.01,4,1,8.0,4,0
NFL-STH-10895,1,Upper Bowl,4,3650,9,6,66.7,31.5,865.56,5,0,,4,0
NFL-STH-10896,2,Lower Bowl,4,6220,9,8,88.9,11.9,1714.0,1,1,8.0,3,0
NFL-STH-10897,10,Lower Bowl,2,3439,9,7,77.8,20.9,750.33,3,0,,6,0
NFL-STH-10898,1,Lower Bowl,2,3299,9,9,100.0,0.0,1063.71,5,0,10.0,5,0
NFL-STH-10899,1,Club VIP,4,13781,9,9,100.0,0.0,4664.16,1,0,10.0,5,0
NFL-STH-10900,1,Club VIP,4,12988,9,9,100.0,0.0,3139.02,0,2,8.0,4,0
NFL-STH-10901,1,Upper Bowl,2,1711,9,6,66.7,44.6,432.36,1,0,8.0,1,0
NFL-STH-10902,1,Club VIP,4,13916,9,9,100.0,0.0,4282.65,2,0,10.0,5,0
NFL-STH-10903,4,Lower Bowl,2,3160,9,8,88.9,2.3,776.24,3,0,9.0,1,0
NFL-STH-10904,3,Lower Bowl,4,6890,9,7,77.8,14.1,2574.6,1,2,8.0,5,0
NFL-STH-10905,9,Club VIP,2,6544,9,7,77.8,32.3,1381.31,2,0,7.0,6,0
NFL-STH-10906,7,Upper Bowl,6,5238,9,8,88.9,10.7,1598.64,2,1,7.0,6,1
NFL-STH-10907,2,Lower Bowl,2,3188,9,8,88.9,24.9,805.2,5,1,9.0,5,0
NFL-STH-10908,2,Lower Bowl,2,3315,9,9,100.0,0.0,1655.55,1,0,,6,0
NFL-STH-10909,2,Lower Bowl,2,3196,9,7,77.8,15.5,1026.13,3,0,10.0,6,0
NFL-STH-10910,4,Lower Bowl,2,3058,9,8,88.9,10.6,815.2,2,0,,5,0
NFL-STH-10911,2,Club VIP,4,12682,9,8,88.9,1.9,4724.96,4,1,9.0,5,0
NFL-STH-10912,4,Upper Bowl,8,6466,9,7,77.8,22.3,2352.42,5,1,7.0,5,0
NFL-STH-10913,3,Upper Bowl,2,1864,9,6,66.7,18.5,510.9,3,0,10.0,4,0
NFL-STH-10914,4,Lower Bowl,2,3503,9,6,66.7,28.4,718.02,3,1,7.0,2,0
NFL-STH-10915,3,Upper Bowl,4,3431,9,8,88.9,0.0,1040.16,3,0,10.0,5,0
NFL-STH-10916,2,Upper Bowl,4,3601,9,7,77.8,29.1,1214.57,2,0,8.0,3,0
NFL-STH-10917,12,Upper Bowl,4,3406,9,8,88.9,18.3,1105.6,3,1,,4,0
NFL-STH-10918,6,Lower Bowl,2,3362,9,7,77.8,4.9,1291.5,6,0,7.0,4,0
NFL-STH-10919,1,Lower Bowl,2,3426,9,6,66.7,46.6,551.52,2,1,7.0,4,0
NFL-STH-10920,9,Lower Bowl,4,6988,9,9,100.0,0.0,3169.53,1,0,10.0,5,0
NFL-STH-10921,3,Upper Bowl,2,1717,9,3,33.3,85.0,233.31,3,1,6.0,1,0
NFL-STH-10922,9,Upper Bowl,4,3629,9,9,100.0,0.0,1547.64,1,0,9.0,6,0
NFL-STH-10923,7,Lower Bowl,2,3167,9,6,66.7,33.8,929.94,4,0,9.0,4,0
NFL-STH-10924,3,Lower Bowl,4,7030,9,8,88.9,4.7,1777.52,5,1,8.0,6,0
NFL-STH-10925,1,Upper Bowl,2,1621,9,4,44.4,83.8,389.12,2,0,8.0,1,1
NFL-STH-10926,2,Upper Bowl,4,3537,9,9,100.0,0.0,465.3,3,0,9.0,5,0
NFL-STH-10927,4,Upper Bowl,2,1783,9,8,88.9,0.0,524.8,0,3,6.0,4,0
NFL-STH-10928,5,Upper Bowl,4,3580,9,7,77.8,22.4,861.28,1,0,,4,0
NFL-STH-10929,2,Lower Bowl,2,3097,9,7,77.8,24.0,646.73,7,2,7.0,2,0
NFL-STH-10930,1,Lower Bowl,4,6980,9,7,77.8,35.7,1729.7,6,0,8.0,4,0
NFL-STH-10931,8,Upper Bowl,4,3322,9,4,44.4,59.2,701.72,2,0,8.0,2,0
NFL-STH-10932,17,Club VIP,4,13355,9,7,77.8,17.2,3851.89,2,1,6.0,2,0
NFL-STH-10933,3,Lower Bowl,4,6293,9,9,100.0,0.0,2470.05,3,0,10.0,4,0
NFL-STH-10934,1,Upper Bowl,4,3386,9,7,77.8,12.7,933.59,4,0,7.0,5,0
NFL-STH-10935,2,Lower Bowl,4,6604,9,6,66.7,29.9,1692.84,3,0,7.0,4,0
NFL-STH-10936,1,Upper Bowl,2,1721,9,8,88.9,1.0,659.92,4,1,8.0,3,0
NFL-STH-10937,10,Lower Bowl,4,6233,9,8,88.9,11.6,2529.28,1,0,8.0,3,0
NFL-STH-10938,1,Upper Bowl,2,1658,9,6,66.7,27.7,573.24,4,0,9.0,3,0
NFL-STH-10939,4,Club VIP,2,6481,9,8,88.9,0.0,1932.16,3,0,10.0,4,0
NFL-STH-10940,2,Lower Bowl,2,3403,9,5,55.6,57.0,515.4,4,0,8.0,2,0
NFL-STH-10941,4,Upper Bowl,2,1843,9,6,66.7,28.3,401.64,4,0,10.0,4,0
NFL-STH-10942,5,Lower Bowl,4,6160,9,8,88.9,0.0,1816.08,4,0,10.0,4,0
NFL-STH-10943,8,Upper Bowl,4,3430,9,4,44.4,53.9,589.56,3,0,,3,0
NFL-STH-10944,1,Upper Bowl,4,3281,9,8,88.9,11.8,1365.76,0,0,9.0,2,0
NFL-STH-10945,1,Club VIP,2,6095,9,9,100.0,0.0,2481.84,4,0,10.0,4,0
NFL-STH-10946,1,Lower Bowl,2,3357,9,7,77.8,4.7,899.29,3,0,,3,0
NFL-STH-10947,10,Lower Bowl,2,3329,9,9,100.0,0.0,1174.32,6,0,10.0,6,0
NFL-STH-10948,9,Lower Bowl,2,3118,9,7,77.8,25.5,940.1,1,1,,5,0
NFL-STH-10949,4,Upper Bowl,2,1674,9,9,100.0,0.0,627.12,3,0,10.0,5,0
NFL-STH-10950,4,Upper Bowl,2,1621,9,7,77.8,11.7,430.43,3,0,10.0,3,0
NFL-STH-10951,5,Upper Bowl,2,1827,9,7,77.8,39.3,314.23,3,0,10.0,3,0
NFL-STH-10952,1,Upper Bowl,4,3727,9,6,66.7,38.5,793.14,3,0,10.0,4,0
NFL-STH-10953,10,Lower Bowl,4,6210,9,6,66.7,29.3,1730.34,2,1,7.0,3,0
NFL-STH-10954,3,Upper Bowl,8,6696,9,9,100.0,0.0,2373.93,3,3,,4,0
NFL-STH-10955,2,Upper Bowl,6,5509,9,5,55.6,36.9,1128.65,3,0,7.0,5,0
NFL-STH-10956,3,Upper Bowl,4,3702,9,8,88.9,10.1,1429.28,3,0,8.0,5,0
NFL-STH-10957,1,Upper Bowl,2,1722,9,7,77.8,28.3,632.87,2,0,8.0,3,0
NFL-STH-10958,1,Lower Bowl,4,6128,9,6,66.7,33.0,1171.38,2,0,10.0,3,0
NFL-STH-10959,6,Upper Bowl,4,3250,9,4,44.4,53.4,799.52,2,1,8.0,2,0
NFL-STH-10960,1,Lower Bowl,2,3315,9,8,88.9,11.7,1310.56,5,0,10.0,4,0
NFL-STH-10961,4,Lower Bowl,2,3228,9,7,77.8,16.2,672.7,2,0,8.0,1,0
NFL-STH-10962,2,Lower Bowl,4,6107,9,8,88.9,7.7,1684.56,6,0,8.0,7,0
NFL-STH-10963,2,Upper Bowl,2,1763,9,6,66.7,12.4,622.92,4,0,9.0,3,0
NFL-STH-10964,2,Upper Bowl,4,3235,9,8,88.9,20.8,1233.04,3,0,,6,0
NFL-STH-10965,2,Upper Bowl,4,3631,9,3,33.3,69.7,213.63,3,1,,3,1
NFL-STH-10966,6,Upper Bowl,2,1693,9,6,66.7,25.6,312.06,0,0,10.0,4,0
NFL-STH-10967,2,Lower Bowl,2,3059,9,6,66.7,52.3,735.12,5,0,9.0,5,0
NFL-STH-10968,4,Upper Bowl,2,1765,9,5,55.6,45.3,283.7,2,0,,1,0
NFL-STH-10969,3,Lower Bowl,2,3230,9,8,88.9,0.7,940.8,3,0,10.0,2,0
NFL-STH-10970,5,Lower Bowl,2,3507,9,6,66.7,41.9,785.82,3,0,10.0,4,0
NFL-STH-10971,12,Lower Bowl,4,6602,9,9,100.0,0.0,3129.66,4,0,,4,0
NFL-STH-10972,6,Upper Bowl,2,1685,9,7,77.8,26.2,519.33,2,0,10.0,4,0
NFL-STH-10973,1,Upper Bowl,2,1795,9,5,55.6,48.3,507.25,5,0,8.0,2,0
NFL-STH-10974,1,Lower Bowl,2,3170,9,8,88.9,6.8,1382.88,1,1,8.0,4,0
NFL-STH-10975,2,Club VIP,6,20844,9,9,100.0,0.0,8416.35,4,0,10.0,9,0
NFL-STH-10976,4,Upper Bowl,2,1710,9,5,55.6,48.9,428.5,0,1,10.0,2,0
NFL-STH-10977,1,Club VIP,2,6607,9,6,66.7,30.7,851.04,6,0,9.0,2,0
NFL-STH-10978,3,Upper Bowl,4,3255,9,4,44.4,61.2,713.72,2,0,8.0,2,0
NFL-STH-10979,4,Upper Bowl,4,3447,9,8,88.9,0.0,1615.52,2,0,10.0,3,0
NFL-STH-10980,2,Lower Bowl,2,3439,9,8,88.9,6.8,1020.56,1,2,8.0,3,0
NFL-STH-10981,6,Lower Bowl,4,6853,9,7,77.8,39.4,2552.76,4,0,,4,0
NFL-STH-10982,1,Upper Bowl,2,1672,9,6,66.7,25.6,583.2,1,0,7.0,3,0
NFL-STH-10983,1,Upper Bowl,2,1672,9,7,77.8,16.2,639.59,4,0,,0,0
NFL-STH-10984,6,Lower Bowl,2,3432,9,9,100.0,0.0,1463.31,3,0,,6,0
NFL-STH-10985,3,Upper Bowl,2,1852,9,5,55.6,39.9,433.35,2,0,9.0,3,0
NFL-STH-10986,5,Club VIP,4,12343,9,6,66.7,21.2,1384.32,3,1,6.0,4,0
NFL-STH-10987,3,Lower Bowl,2,3256,9,7,77.8,0.1,805.21,3,0,9.0,2,0
NFL-STH-10988,2,Upper Bowl,2,1701,9,7,77.8,19.9,727.58,3,0,8.0,3,0
NFL-STH-10989,7,Upper Bowl,4,3674,9,8,88.9,12.5,1021.6,1,0,9.0,6,0
NFL-STH-10990,7,Lower Bowl,4,6160,9,8,88.9,10.6,1972.72,2,0,9.0,2,0
NFL-STH-10991,5,Upper Bowl,2,1668,9,9,100.0,0.0,531.9,4,0,8.0,4,0
NFL-STH-10992,2,Lower Bowl,4,6802,9,7,77.8,20.8,2569.28,2,1,8.0,2,0
NFL-STH-10993,4,Lower Bowl,2,3064,9,8,88.9,11.5,1443.52,5,0,,7,0
NFL-STH-10994,2,Club VIP,4,13105,9,8,88.9,21.3,3132.88,4,1,8.0,4,0
NFL-STH-10995,1,Upper Bowl,4,3455,9,5,55.6,42.5,829.45,4,1,9.0,2,0
NFL-STH-10996,10,Lower Bowl,6,9601,9,8,88.9,5.4,2630.08,3,0,10.0,4,0
NFL-STH-10997,1,Lower Bowl,2,3229,9,8,88.9,8.3,1187.6,1,0,8.0,4,0
NFL-STH-10998,13,Lower Bowl,2,3294,9,9,100.0,0.0,1307.61,0,0,9.0,4,0
NFL-STH-10999,3,Upper Bowl,2,1656,9,4,44.4,61.4,384.92,2,1,,3,1
